Datetime,C_gauge
2010-07,RG04
2010-07,RG03
2010-07,RG05
2010-07,RG16
2010-07,RG14
2010-07,RG01
2010-07,RG09
2010-07,RG04
2010-07,RG03
2010-07,RG20_25
2010-07,RG11
2010-07,RG10_30
2010-07,RG17
2010-07,RG17
2010-07,RG11
2010-07,RG18
2010-07,RG04
2010-07,RG18
2010-07,RG04
2010-07,RG03
2010-07,RG04
2010-07,RG01
2010-07,RG14
2010-07,RG11
2010-07,RG11
2010-07,RG01
2010-07,RG16
2010-07,RG20_25
2010-07,RG05
2010-07,RG20_25
2010-07,RG04
2010-07,RG03
2010-07,RG20_25
2010-07,RG03
2010-07,RG03
2010-07,RG14
2010-07,RG11
2010-07,RG14
2010-07,RG20_25
2010-07,RG03
2010-07,RG02
2010-07,RG08
2010-07,RG02
2010-07,RG03
2010-07,RG11
2010-07,RG20_25
2010-07,RG17
2010-07,RG11
2010-07,RG11
2010-07,RG03
2010-07,RG01
2010-07,RG08
2010-07,RG01
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG15
2010-07,RG08
2010-07,RG11
2010-07,RG09
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG17
2010-07,RG02
2010-07,RG01
2010-07,RG11
2010-07,RG20_25
2010-07,RG14
2010-07,RG15
2010-07,RG18
2010-07,RG03
2010-07,RG11
2010-07,RG20_25
2010-07,RG05
2010-07,RG04
2010-07,RG11
2010-07,RG20_25
2010-07,RG16
2010-07,RG01
2010-07,RG04
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG04
2010-07,RG18
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG11
2010-07,RG18
2010-07,RG11
2010-07,RG03
2010-07,RG05
2010-07,RG03
2010-07,RG15
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG11
2010-07,RG03
2010-07,RG09
2010-07,RG17
2010-07,RG03
2010-07,RG09
2010-07,RG16
2010-07,RG07
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG18
2010-07,RG09
2010-07,RG02
2010-07,RG18
2010-07,RG14
2010-07,RG10_30
2010-07,RG20_25
2010-07,RG18
2010-07,RG11
2010-07,RG11
2010-07,RG20_25
2010-07,RG03
2010-07,RG15
2010-07,RG07
2010-07,RG04
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG16
2010-07,RG04
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG16
2010-07,RG15
2010-07,RG11
2010-07,RG11
2010-07,RG11
2010-07,RG09
2010-07,RG08
2010-07,RG04
2010-07,RG03
2010-07,RG11
2010-07,RG20_25
2010-07,RG18
2010-07,RG03
2010-07,RG11
2010-07,RG14
2010-07,RG15
2010-07,RG10_30
2010-07,RG03
2010-07,RG01
2010-07,RG20_25
2010-07,RG07
2010-07,RG16
2010-07,RG20_25
2010-07,RG03
2010-07,RG03
2010-07,RG11
2010-07,RG15
2010-07,RG05
2010-07,RG03
2010-07,RG20_25
2010-07,RG01
2010-07,RG04
2010-07,RG11
2010-07,RG20_25
2010-07,RG04
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG07
2010-07,RG20_25
2010-07,RG11
2010-07,RG03
2010-07,RG08
2010-07,RG15
2010-07,RG20_25
2010-07,RG01
2010-07,RG03
2010-07,RG11
2010-07,RG04
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG04
2010-07,RG05
2010-07,RG20_25
2010-07,RG18
2010-07,RG04
2010-07,RG11
2010-07,RG11
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG16
2010-07,RG10_30
2010-07,RG03
2010-07,RG15
2010-07,RG16
2010-07,RG20_25
2010-07,RG11
2010-07,RG10_30
2010-07,RG03
2010-07,RG09
2010-07,RG20_25
2010-07,RG01
2010-07,RG03
2010-07,RG04
2010-07,RG18
2010-07,RG20_25
2010-07,RG05
2010-07,RG07
2010-07,RG03
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG01
2010-07,RG01
2010-07,RG02
2010-07,RG03
2010-07,RG20_25
2010-07,RG11
2010-07,RG03
2010-07,RG16
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG16
2010-07,RG04
2010-07,RG10_30
2010-07,RG14
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG03
2010-07,RG14
2010-07,RG04
2010-07,RG04
2010-07,RG20_25
2010-07,RG10_30
2010-07,RG04
2010-07,RG11
2010-07,RG20_25
2010-07,RG03
2010-07,RG03
2010-07,RG03
2010-07,RG04
2010-07,RG01
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG11
2010-07,RG14
2010-07,RG10_30
2010-07,RG12
2010-07,RG02
2010-07,RG07
2010-07,RG07
2010-07,RG04
2010-07,RG03
2010-07,RG01
2010-07,RG01
2010-07,RG14
2010-07,RG11
2010-07,RG04
2010-07,RG17
2010-07,RG14
2010-07,RG11
2010-07,RG11
2010-07,RG03
2010-07,RG03
2010-07,RG15
2010-07,RG07
2010-07,RG04
2010-07,RG02
2010-07,RG18
2010-07,RG09
2010-07,RG20_25
2010-07,RG11
2010-07,RG08
2010-07,RG15
2010-07,RG09
2010-07,RG11
2010-07,RG03
2010-07,RG03
2010-07,RG11
2010-07,RG20_25
2010-07,RG11
2010-07,RG01
2010-07,RG14
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG18
2010-07,RG20_25
2010-07,RG10_30
2010-07,RG03
2010-07,RG04
2010-07,RG14
2010-07,RG04
2010-07,RG08
2010-07,RG11
2010-07,RG11
2010-07,RG03
2010-07,RG20_25
2010-07,RG18
2010-07,RG11
2010-07,RG20_25
2010-07,RG01
2010-07,RG20_25
2010-07,RG17
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG20_25
2010-07,RG11
2010-07,RG03
2010-07,RG02
2010-07,RG20_25
2010-07,RG12
2010-07,RG15
2010-07,RG20_25
2010-07,RG01
2010-07,RG20_25
2010-07,RG11
2010-07,RG08
2010-07,RG07
2010-07,RG17
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG09
2010-07,RG20_25
2010-07,RG18
2010-07,RG01
2010-07,RG14
2010-07,RG20_25
2010-07,RG11
2010-07,RG07
2010-07,RG11
2010-07,RG20_25
2010-07,RG11
2010-07,RG01
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG01
2010-07,RG15
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG18
2010-07,RG20_25
2010-07,RG11
2010-07,RG01
2010-07,RG03
2010-07,RG03
2010-07,RG11
2010-07,RG18
2010-07,RG03
2010-07,RG18
2010-07,RG01
2010-07,RG11
2010-07,RG04
2010-07,RG20_25
2010-07,RG05
2010-07,RG03
2010-07,RG03
2010-07,RG14
2010-07,RG20_25
2010-07,RG12
2010-07,RG20_25
2010-07,RG11
2010-07,RG20_25
2010-07,RG09
2010-07,RG04
2010-07,RG11
2010-07,RG14
2010-07,RG15
2010-07,RG12
2010-07,RG20_25
2010-07,RG11
2010-07,RG07
2010-07,RG20_25
2010-07,RG14
2010-07,RG16
2010-07,RG12
2010-07,RG11
2010-07,RG01
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG11
2010-07,RG09
2010-07,RG15
2010-07,RG03
2010-07,RG20_25
2010-07,RG11
2010-07,RG20_25
2010-07,RG02
2010-07,RG02
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG12
2010-07,RG16
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG17
2010-07,RG20_25
2010-07,RG04
2010-07,RG02
2010-07,RG20_25
2010-07,RG12
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG11
2010-07,RG16
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG08
2010-07,RG04
2010-07,RG14
2010-07,RG15
2010-07,RG17
2010-07,RG20_25
2010-07,RG02
2010-07,RG11
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG03
2010-07,RG01
2010-07,RG11
2010-07,RG20_25
2010-07,RG16
2010-07,RG11
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG20_25
2010-07,RG11
2010-07,RG04
2010-07,RG10_30
2010-07,RG08
2010-07,RG07
2010-07,RG11
2010-07,RG02
2010-07,RG07
2010-07,RG04
2010-07,RG03
2010-07,RG17
2010-07,RG01
2010-07,RG03
2010-07,RG20_25
2010-07,RG02
2010-07,RG04
2010-07,RG11
2010-07,RG04
2010-07,RG20_25
2010-07,RG02
2010-07,RG15
2010-07,RG20_25
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG07
2010-07,RG20_25
2010-07,RG10_30
2010-07,RG15
2010-07,RG16
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG04
2010-07,RG18
2010-07,RG15
2010-07,RG03
2010-07,RG11
2010-07,RG11
2010-07,RG11
2010-07,RG08
2010-07,RG10_30
2010-07,RG20_25
2010-07,RG14
2010-07,RG03
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG04
2010-07,RG10_30
2010-07,RG03
2010-07,RG18
2010-07,RG11
2010-07,RG17
2010-07,RG11
2010-07,RG03
2010-07,RG17
2010-07,RG20_25
2010-07,RG15
2010-07,RG03
2010-07,RG04
2010-07,RG18
2010-07,RG20_25
2010-07,RG15
2010-07,RG03
2010-07,RG11
2010-07,RG07
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG17
2010-07,RG11
2010-07,RG11
2010-07,RG18
2010-07,RG20_25
2010-07,RG03
2010-07,RG08
2010-07,RG11
2010-07,RG10_30
2010-07,RG20_25
2010-07,RG11
2010-07,RG12
2010-07,RG14
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG11
2010-07,RG11
2010-07,RG16
2010-07,RG11
2010-07,RG03
2010-07,RG02
2010-07,RG15
2010-07,RG20_25
2010-07,RG11
2010-07,RG01
2010-07,RG03
2010-07,RG11
2010-07,RG12
2010-07,RG15
2010-07,RG09
2010-07,RG03
2010-07,RG20_25
2010-07,RG03
2010-07,RG01
2010-07,RG11
2010-07,RG10_30
2010-07,RG20_25
2010-07,RG11
2010-07,RG10_30
2010-07,RG07
2010-07,RG10_30
2010-07,RG17
2010-07,RG11
2010-07,RG01
2010-07,RG07
2010-07,RG14
2010-07,RG11
2010-07,RG20_25
2010-07,RG04
2010-07,RG08
2010-07,RG15
2010-07,RG16
2010-07,RG08
2010-07,RG15
2010-07,RG11
2010-07,RG14
2010-07,RG08
2010-07,RG11
2010-07,RG10_30
2010-07,RG05
2010-07,RG11
2010-07,RG09
2010-07,RG18
2010-07,RG16
2010-07,RG04
2010-07,RG04
2010-07,RG11
2010-07,RG20_25
2010-07,RG03
2010-07,RG08
2010-07,RG14
2010-07,RG15
2010-07,RG11
2010-07,RG11
2010-07,RG10_30
2010-07,RG14
2010-07,RG09
2010-07,RG01
2010-07,RG20_25
2010-07,RG03
2010-07,RG07
2010-07,RG03
2010-07,RG18
2010-07,RG18
2010-07,RG03
2010-07,RG17
2010-07,RG15
2010-07,RG10_30
2010-07,RG20_25
2010-07,RG14
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG05
2010-07,RG11
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG11
2010-07,RG03
2010-07,RG01
2010-07,RG20_25
2010-07,RG09
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG20_25
2010-07,RG17
2010-07,RG20_25
2010-06,RG03
2010-06,RG09
2010-06,RG20_25
2010-06,RG20_25
2010-06,RG12
2010-06,RG20_25
2010-06,RG10_30
2010-06,RG20_25
2010-06,RG11
2010-06,RG15
2010-06,RG11
2010-06,RG11
2010-06,RG14
2010-06,RG11
2010-06,RG20_25
2010-06,RG20_25
2010-06,RG20_25
2010-06,RG01
2010-06,RG20_25
2010-06,RG20_25
2010-06,RG18
2010-06,RG04
2010-06,RG09
2010-06,RG20_25
2010-06,RG20_25
2010-06,RG11
2010-06,RG20_25
2010-06,RG01
2010-06,RG20_25
2010-06,RG11
2010-06,RG11
2010-06,RG15
2010-06,RG11
